GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_905475345.1	26466718	GCF_905475345.1	36340348	
GCA_014466185.1	22011188	N/A	N/A	
GCA_026979565.1	38796158	GCF_026979565.1	41135698	
GCA_024509145.1	35018188	GCF_024509145.1	41137558	
GCA_022828995.1	32617108	N/A	N/A	
GCA_024294585.1	34778888	N/A	N/A	
GCA_947247035.1	37060768	N/A	N/A	
GCA_949129095.1	42218438	N/A	N/A	
GCA_907269105.1	26834258	N/A	N/A	
GCA_928272305.1	31423298	N/A	N/A	
GCA_028626985.1	40827248	N/A	N/A	
GCA_024500485.1	35006008	N/A	N/A	
GCA_018345385.1	26697278	GCF_018345385.1	26784078	
GCA_929442735.1	31798898	N/A	N/A	
GCA_949128155.1	41863038	N/A	N/A	
GCA_910595825.1	27797898	N/A	N/A	
GCA_947086425.1	36862658	N/A	N/A	
GCA_014839995.1	22448548	N/A	N/A	
GCA_024363595.1	34816178	N/A	N/A	
GCA_017654675.1	26202298	GCF_017654675.1	26275468	
GCA_001663975.1	3378498	GCF_001663975.1	3380878	
GCA_000004195.4	15410788	GCF_000004195.4	15549558	
GCA_013368275.1	20129208	N/A	N/A	
GCA_028644305.1	40826528	N/A	N/A	
GCA_916618015.1	29214208	N/A	N/A	
GCA_941918905.2	38035578	N/A	N/A	
GCA_905147715.2	29720128	N/A	N/A	
GCA_016859285.1	24992308	GCF_016859285.1	25500498	
GCA_001444195.3	7460078	GCF_001444195.1	8351018	
GCA_003331165.2	15583898	GCF_003331165.1	16237838	
GCA_002775205.2	5715828	GCF_002775205.1	5738908	
GCA_935421205.1	33058118	N/A	N/A	
GCA_905220385.1	25060648	N/A	N/A	
GCA_025860055.1	36958368	GCF_025860055.1	37377068	
GCA_020352615.1	30057278	N/A	N/A	
GCA_947310995.1	37888748	N/A	N/A	
GCA_947311075.1	37888778	N/A	N/A	
GCA_947310845.1	37888808	N/A	N/A	
GCA_947308005.1	37888628	N/A	N/A	
GCA_934045075.1	32517548	N/A	N/A	
GCA_910592155.1	27796328	N/A	N/A	
GCA_934047225.1	32517758	N/A	N/A	
GCA_009762305.2	20353938	GCF_009762305.2	21092758	
GCA_012273895.2	22448288	GCF_012273895.1	24218188	
GCA_028554725.2	41207468	GCF_028554725.1	41245508	
GCA_907165235.1	26795008	N/A	N/A	
GCA_023566125.1	33684438	N/A	N/A	
GCA_028769735.1	40977258	N/A	N/A	
GCA_011800845.1	18188358	GCF_011800845.1	20114058	
GCA_022388445.1	32005828	N/A	N/A	
GCA_029582265.1	41957208	N/A	N/A	
GCA_907165275.2	30195598	N/A	N/A	
